gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Bbs10	6	2	Activity_Lost;Stable	0	0.0452729684348578	0.00260834469263515	5	0.0010256
Bcl2	6	2	Activity_Lost;Stable	0	-0.123808946038677	-0.11555362614917	2	-0.027328
Bdnf	6	2	K119ub_Only;Stable	0	-0.0323403710824884	-0.0521673395314289	2	0.011488
Bdp1	6	2	Activity_Lost;Stable	1	-0.107706114736872	-0.110444958822172	3	0.001594
Bfsp1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0703105298194873	-0.0618515620460036	1	-0.005388
Borcs6	6	1	Stable	0	-0.0502849393146223	-0.0671145352873289	4	0.00056675
Bpgm	6	2	K119ub_Only;Stable	0	-0.0319247605806981	-0.0247821426584143	0	NA
Brinp2	6	1	Stable	3	0.179319570925148	0.127594516625441	2	-0.0020565
Brms1l	6	1	Stable	0	0.15197483889743	0.0571373926190995	0	NA
Cacng2	6	1	Stable	0	0.0889094750989819	0.092738147335908	3	0.002019
Calu	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0622006226756092	-0.0163215938828709	4	-0.01027
Carmil1	6	2	Activity_Gain;Stable	4	-0.335977886989493	-0.18118907445655	0	NA
Cbx3	6	2	Activity_Lost;Stable	4	-0.370278900946949	-0.275406140375331	0	NA
Ccdc146	6	1	Stable	6	0.361019295142078	0.330114909123464	2	-0.007794
Ccdc181	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0643007814779085	-0.0573520256676665	1	-0.0022
Ccdc34	6	2	Activity_Lost;Stable	0	-0.0693460628965432	-0.0760523378138951	3	0.0137153333333333
Ccdc6	6	2	Activity_Gain;Stable	0	0.106060463908161	0.0810563427084588	4	-0.00015275
Ccdc88c	6	1	Stable	0	-0.06430257118067	-0.06430257118067	3	0.00811
Cdc25a	6	2	Activity_Lost;Stable	0	-0.0540266608976705	-0.05855522531546	3	-0.004116
Cdc5l	6	2	Activity_Gain;Stable	4	-0.220428254541394	-0.0875377549818857	1	0.008046
Cdh2	6	2	K119ub_Only;Stable	0	0.0137524154335942	-0.0478431669799478	0	NA
Cdkn1b	6	2	K119ub_Only;Stable	0	-0.0399959319722286	-0.0423716938660503	2	-4.5e-05
Cdo1	6	2	K119ub_Only;Stable	0	0.0268626464418028	0.0322682043337861	1	0.00567
Cecr2	6	1	Stable	5	0.174282392564052	0.187591442275989	2	0.0004505
Celf4	6	2	Activity_Lost;Stable	0	-0.0353675713334247	-0.0800528412554362	1	-0.011842
Cep57l1	6	1	Stable	0	-0.0098449906781551	-0.00697260773909097	3	0.00420966666666667
Cep70	6	1	Stable	0	-0.100107684524168	-0.0783769135958861	3	-0.000528
Cfap20	6	1	Stable	0	0.081803391205146	0.0830225117334768	3	0.00757033333333333
Cfap299	6	1	Stable	1	0.0827045556778853	0.0651761550595089	5	0.0014614
Chn2	6	2	Activity_Lost;Stable	0	-0.0507588649174509	-0.0253937432885092	1	0.006742
Clcn4	6	1	Stable	1	-0.118825932245277	-0.10156357078792	5	-0.0187108
Cldn11	6	2	K119ub_Only;Stable	3	-0.105503020711027	-0.0663558742582545	2	-0.004816
Cluh	6	1	Stable	0	-0.0786033997891721	-0.0693088299279057	2	-0.0028565
Col12a1	6	2	Activity_Lost;Stable	2	-0.12040509636643	-0.112779493437831	6	-0.0127316666666667
Col13a1	6	2	Activity_Lost;Stable	1	0.0756701991788628	0.0901036426889791	3	0.00699033333333333
Col1a1	6	2	Activity_Lost;Stable	0	-0.106436605541954	-0.0766053625738528	6	-0.00249183333333333
Creg1	6	1	Stable	0	-0.0049789495541348	0.00643437652332144	4	0.0049015
Ctsd	6	1	Stable	0	-0.115717655294771	-0.120283577534201	1	-0.000186
Cyp51	6	1	Stable	0	-0.0206445048288378	-0.0064507663644948	2	-0.013501
Ddit4	6	2	Activity_Gain;Stable	0	-0.0135290919616185	-0.0129575547852677	1	0.00145
Dip2c	6	1	Stable	1	-0.0743187540350672	-0.124523955878981	3	-0.0133893333333333
Disp3	6	1	Stable	1	0.0827967261008149	0.0903205347565106	1	0.011078
Dnajc9	6	2	K119ub_Only;Stable	0	-0.196890827646498	-0.127223930946515	0	NA
Dok5	6	1	Stable	0	0.0492348963268473	0.0327667361029181	1	-0.021345
Dop1b	6	2	Activity_Gain;Stable	0	-0.00821151893538906	0.043366617142662	3	-0.00391266666666667
Dtx4	6	2	K119ub_Only;Stable	0	-0.0249219095785982	-0.0678767178586151	0	NA
Dusp26	6	2	K119ub_Only;Stable	5	-0.186603382672389	-0.180357967104245	2	-0.004783
Dusp4	6	2	Activity_Lost;Stable	0	0.17730789645012	0.169977700676971	1	-0.014465
E230016M11Rik	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0581290587573751	-0.0746260331064798	2	0.001802
E2f7	6	2	K119ub_Only;Stable	2	0.0896465232655462	0.0501341402022753	5	0.0017886
Ece1	6	1	Stable	0	0.0476968163726505	0.047362944877425	4	-0.0021435
Efr3a	6	2	Activity_Lost;Stable	0	0.0126243110407776	-0.0159185054000878	4	0.006078
Egln1	6	1	Stable	0	0.0620449320396316	0.0602884734425023	6	-0.0010965
Eomes	6	2	Activity_Lost;Stable	4	-0.198928357172182	-0.205062445971463	4	-0.014276
Erc1	6	1	Stable	0	-0.0288024569054996	-0.0217383951617243	3	0.00392166666666667
Ergic1	6	1	Stable	0	0.0571052497610643	0.0516349063453386	2	-0.005747
Exoc1	6	2	K119ub_Only;Stable	0	-0.153474216628191	-0.118361024252944	4	-0.001422
Ext2	6	2	Activity_Lost;Stable	1	-0.0418182262364583	-0.103098997493958	1	-0.012957
Fam122a	6	2	K119ub_Only;Stable	0	-0.115658651817863	-0.112771751325206	4	0.00628
Fam136a	6	2	Activity_Gain;Stable	2	0.0891347820482949	0.147989941398736	4	0.006663
Fam43a	6	1	Stable	1	-0.0419108012770585	-0.109653642174273	2	0.0017875
Fam78b	6	2	Activity_Lost;Stable	4	-0.14287750177682	-0.134185666982816	0	NA
Fars2	6	1	Stable	0	-0.0538088796988078	-0.0919375745116869	5	0.0034966
Fat3	6	2	Activity_Gain;Stable	4	0.344047631389355	0.234550135420843	3	-0.00160366666666667
Faxc	6	2	K119ub_Only;Stable	2	0.0528980682584946	0.129068595343206	3	-0.00871766666666667
Fcor	6	1	Stable	0	-0.0916153072441397	-0.0794513903936937	3	0.00994833333333333
Fem1a	6	1	Stable	5	-0.17147924293646	-0.132716106085251	1	0.006387
Fnbp1	6	2	Activity_Lost;Stable	0	0.0538221240290904	0.0666718392124481	2	0.004521
Foxj3	6	1	Stable	0	-0.0288748444638371	-0.035095674300959	0	NA
Fryl	6	1	Stable	0	0.00787688847024499	-0.0175738195873526	2	0.0043995
Galk2	6	1	Stable	3	-0.139272874793495	-0.116304344868281	4	-0.006772
Gas7	6	1	Activity_Lost	0	-0.0978334122721173	-0.0978334122721173	4	-0.0125875
Gclm	6	2	Activity_Lost;Stable	2	-0.134836703429087	-0.182899568195772	4	-0.0291355
Gls	6	3	Activity_Lost;K119ub_Only;Stable	2	-0.143142636472302	-0.163044600771052	2	-0.0206405
Gm13429	6	2	Activity_Lost;Stable	0	-0.0882252053287247	-0.116990178210956	0	NA
Gm14123	6	2	K119ub_Only;Stable	0	0.129100729264825	0.0750693478916643	2	-0.0461525
Gm14342	6	2	Activity_Lost;Stable	0	0.0969752996735961	0.0969752996735961	2	-0.007974
Gm15892	6	1	Stable	0	-0.0276781484739722	-0.0196339731731006	2	0.0018
Gm17455	6	2	Activity_Gain;Stable	2	0.0842236092984458	0.11002907806319	1	0.00313
Gm26871	6	1	Stable	0	0.13114633097923	0.104242036036266	3	0.020189
Gm27032	6	2	Activity_Lost;Stable	0	0.0458491850044442	0.0112181946110767	4	-0.00673775
Gm29707	6	3	Activity_Lost;K119ub_Only;Stable	0	0.0447845132378772	0.052013346511159	5	0.00055
Gm29856	6	3	Activity_Lost;K119ub_Only;Stable	0	0.0822610969497038	0.0471330600620743	1	0.005809
Gm30889	6	2	K119ub_Only;Stable	6	-0.351830989930889	-0.351830989930889	0	NA
Gm32507	6	2	Activity_Lost;Stable	0	-0.104113963752961	-0.0952790639724619	0	NA
Gm37233	6	2	Activity_Gain;Stable	0	-0.103508647669273	-0.0844845431164624	0	NA
Gm38577	6	1	Stable	0	0.0656472750457269	0.0497698868709422	3	-0.003257
Gm41336	6	1	Activity_Gain	0	0.101310050703671	0.101310050703671	6	0.031776
Gm41414	6	2	Activity_Gain;Stable	0	0.0211946876324631	0.0241815963432694	1	0.014756
Gm44736	6	1	Stable	0	0.0438724607450888	-0.0125290669756428	0	NA
Gm45004	6	1	Stable	6	0.30328518738485	0.311099392146205	0	NA
Gm45902	6	2	K119ub_Only;Stable	3	-0.125814374569897	-0.125814374569897	1	-0.007428
Gm47948	6	2	Activity_Lost;Stable	2	-0.133358733837431	-0.139079761172302	4	-0.00359825
Gm48803	6	2	Activity_Lost;Stable	0	-0.0282630689732987	-0.0306633063112214	0	NA
Gm5532	6	2	Activity_Lost;Stable	2	0.0645615805177594	0.0820478405561004	2	0.004927
Gm7160	6	2	K119ub_Only;Stable	0	-0.164842945520361	-0.177500739688306	3	-0.00460366666666667
Gm9915	6	1	Stable	6	0.410230933382571	0.419472878869603	2	0.001389
Gnai3	6	1	Stable	0	-0.106619764600609	-0.0895162687879993	1	-0.003328
Gpd2	6	2	Activity_Lost;Stable	6	-0.224369667197795	-0.225028894925335	5	0.002829
Gpr108	6	1	Stable	0	-0.170423076925525	-0.161591709609977	3	-0.00606333333333333
Gpr150	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.145840781512646	-0.0621124342661334	6	-0.00490433333333333
Gpr22	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.100338794967708	-0.0848577628292873	5	-0.0048878
Gprin3	6	2	Activity_Lost;K119ub_Only	6	-0.37842879009301	-0.311320308486021	1	0.011648
Gria2	6	3	Activity_Gain;K119ub_Only;Stable	0	-0.0916154055772733	-0.0497626440547235	5	-0.0010446
Hacd1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0060034690910909	-0.00473346578626772	0	NA
Hacd2	6	1	Stable	0	-0.188111875788239	-0.174939815416346	1	0.001033
Hbp1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.100096507552931	-0.124476251608358	0	NA
Hectd1	6	2	K119ub_Only;Stable	3	0.191090480098022	0.227813858944398	3	-0.009746
Herpud2	6	1	Stable	0	-0.0361135432291765	-0.054677721358833	1	0.061821
Hltf	6	1	Stable	0	0.0346614354828012	0.0185212316298555	3	0.007736
Hnrnpdl	6	2	Activity_Lost;Stable	0	-0.0621896772307024	-0.0598641683327553	2	-0.0003285
Hnrnph2	6	1	Stable	0	0.0146313689116032	-0.0115627305172061	4	-0.019299
Hspe1	6	1	Stable	0	-0.0301677788291701	-0.0091566846469731	2	-0.007957
Idi1	6	1	Stable	2	-0.166872923112132	-0.162399754175994	3	0.002655
Il20ra	6	2	Activity_Lost;Stable	0	0.0550960483583053	0.0497198403242465	2	-0.0153845
Ilvbl	6	1	Stable	0	-0.283688218120019	-0.214890898473692	1	0.000402
Inafm2	6	1	Stable	0	-0.0581238592438594	-0.0435509383693626	3	-0.006494
Ing2	6	2	K119ub_Only;Stable	0	0.0385389991155844	0.0263159607216699	4	-0.00090875
Inpp4a	6	1	Stable	0	0.0465808525429992	0.0273871934876266	5	0.0080944
Inpp4b	6	2	Activity_Lost;Stable	0	-0.054600464264617	-0.025380682633116	0	NA
Inppl1	6	1	Stable	2	0.0977192433481562	0.134702942565756	2	-0.0003655
Ints10	6	1	Stable	0	-0.274914468671695	-0.230228477638212	2	0.001952
Ints6	6	2	Activity_Lost;Stable	0	0.060302891654035	0.0083358076049827	1	-0.008269
Ints9	6	2	Activity_Lost;Stable	2	0.0499682566650808	0.0299336343581574	1	0.00183
Itgb5	6	2	Activity_Lost;Stable	2	-0.0502536660335089	-0.0868528584134246	4	-0.0174765
Jmjd8	6	1	Stable	0	-0.027101976222054	-0.027101976222054	0	NA
Kalrn	6	2	Activity_Gain;Stable	0	0.108499513594961	0.0893187687763058	3	-0.005628
Kcna1	6	1	Stable	0	0.0924143918891091	0.11337072601101	5	0.0033944
Kcnk2	6	1	Activity_Gain	3	0.159031906341056	0.159031906341056	6	0.02503
Kdm1b	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0690556083447967	-0.0347447894276692	3	-0.010191
Kif18a	6	3	Activity_Lost;K119ub_Only;Stable	4	-0.218937159352663	-0.170072070541899	5	0.008716
Kif2a	6	1	Stable	0	0.0657135887496546	0.0716672079069183	3	0.00118966666666667
L3hypdh	6	1	Stable	0	0.0260676147539133	-0.0236058586416051	3	0.00556633333333333
Lect2	6	1	Stable	2	0.140342045419935	0.132191211149334	0	NA
Lgalsl	6	1	Stable	0	-0.125640832894356	-0.127284464807118	4	-0.00196125
Lhx9	6	1	Stable	3	-0.34575244271785	-0.34575244271785	3	0.001907
Lpcat4	6	1	Stable	0	-0.089333569346404	-0.133286071595016	2	-7.09999999999999e-05
Lrfn2	6	2	Activity_Lost;Stable	3	-0.233116092345957	-0.213813477942096	2	-0.026022
Lsm14a	6	2	Activity_Gain;Stable	0	0.102730709976096	0.0725912898764561	0	NA
Maml1	6	1	Stable	0	0.0196687540340006	-0.0166572800354963	5	-0.0055488
Mamld1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0230009720174911	-0.0320315494743433	4	-0.00618325
Man1c1	6	1	Stable	0	0.0591367321704613	0.0554781972768809	3	0.00124233333333333
Map3k8	6	1	Stable	0	0.0810363089764959	0.0142049375353969	2	-0.012584
Mccc1	6	1	Stable	0	-0.00121938487033755	0.00671652747548012	5	-0.0139524
Mccc2	6	2	Activity_Lost;Stable	0	-0.057863858716672	-0.0212819108742111	2	-0.0013675
Mctp1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0130994209846691	-0.0370471903961889	2	-0.004775
Me3	6	1	Stable	1	-0.0747800933792833	-0.0864144380708252	1	-0.010507
Med7	6	1	Stable	2	-0.0757495848869163	-0.0931770112495169	0	NA
Mettl14	6	2	Activity_Lost;Stable	0	-0.100576416220518	-0.0944715142022821	5	-0.0004348
Mfge8	6	2	Activity_Lost;Stable	0	0.011456815015305	0.0230140027299703	2	-0.0084105
Mfhas1	6	2	K119ub_Only;Stable	2	0.0861321781609032	0.0946252390888671	3	0.00356733333333333
Mgme1	6	2	K119ub_Only;Stable	3	-0.127781544495333	-0.0712838933865367	3	0.000726
Mgst3	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0121484471248109	0.0122217325589571	0	NA
Mitd1	6	1	Stable	0	-0.034167016733913	-0.0553092896745417	6	0.015469
Mknk2	6	2	Activity_Gain;Stable	0	0.00699771423975509	0.011920421523105	0	NA
Mnt	6	1	Stable	0	-0.0786033997891721	-0.129046939462714	1	8.6e-05
Mplkip	6	1	Stable	0	-0.111774662274647	-0.0911402972340124	4	0.0073035
Mrpl42	6	2	Activity_Lost;Stable	2	-0.179783842328759	-0.205373421169692	3	-0.002775
Msantd4	6	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	3	-0.141112067796504	-0.0867469761165063	4	-0.00761025
Mterf1b	6	3	Activity_Lost;K119ub_Only;Stable	3	-0.30209568083901	-0.240954664135607	4	0.00276225
Mtif2	6	2	Activity_Gain;Stable	0	-0.0072768776489862	0.000657496181040751	3	0.0161076666666667
Mtmr9	6	2	Activity_Lost;Stable	1	0.0759928191887431	0.0872513868613031	3	-0.0097
Mtpn	6	3	Activity_Gain;K119ub_Only;Stable	2	0.0952708949276783	0.0372373313725634	1	-0.00723
Myef2	6	2	Activity_Lost;Stable	0	-0.121657537169353	-0.103039299809153	3	-0.000382333333333333
Mynn	6	2	K119ub_Only;Stable	0	0.0173105953483935	-0.0382585192503084	1	-0.004696
Napg	6	1	Stable	0	-0.0474906887332007	-0.00971553415228552	6	0.00324716666666667
Ndufa12	6	2	K119ub_Only;Stable	5	0.202622842293811	0.202837694371284	1	0.028916
Ndufb4	6	2	Activity_Lost;Stable	2	-0.137985270345507	-0.192777614250883	4	-0.0105325
Ndufv2	6	2	Activity_Lost;Stable	0	-0.081010621653086	-0.0948118949965076	2	0.0042295
Nemf	6	2	Activity_Lost;Stable	2	-0.0539820290257596	-0.0794436429594503	5	-0.008183
Neo1	6	1	Stable	0	-0.0979808330160152	-0.102559174508423	3	0.00400533333333333
Nepro	6	3	Activity_Lost;K119ub_Only;Stable	6	-0.208636353508073	-0.180503200668621	2	-0.011706
Nfkb2	6	2	Activity_Lost;Stable	1	-0.0963590195320823	-0.0848352505351858	1	-0.002929
Nfx1	6	2	K119ub_Only;Stable	0	-0.247278308418068	-0.149976080980042	0	NA
Nipbl	6	3	Activity_Gain;K119ub_Only;Stable	0	-0.10102407137693	-0.0963650687255897	2	-0.002028
Nmur1	6	1	Stable	0	0.0297398265001952	0.0297398265001952	6	0.013058
Noto	6	1	Stable	6	0.24182026088691	0.220906773627751	0	NA
Npc1	6	3	Activity_Gain;K119ub_Only;Stable	2	-0.171487980164154	-0.170475061657919	3	-0.008232
Nr2c1	6	1	Stable	4	-0.192352065281304	-0.0946032059512306	2	0.015311
Nr2f6	6	2	Activity_Lost;Stable	0	0.0310644882200332	0.0134565595688787	0	NA
Nrg2	6	3	Activity_Gain;Activity_Lost;Stable	0	0.115376606293236	0.123642281600825	1	-0.00307
Nsun2	6	2	K119ub_Only;Stable	1	-0.126048112666384	-0.113229805479817	2	-0.0185985
Nsun3	6	2	K119ub_Only;Stable	0	-0.00850610532633543	-0.0095377574409298	5	0.0027864
Nxn	6	2	Activity_Lost;Stable	0	-0.0212397146675427	-0.0205376352738747	5	-0.0114922
Olfr155	6	2	Activity_Lost;Stable	0	0.0053950096635044	0.0053950096635044	2	-0.037566
Ost4	6	2	K119ub_Only;Stable	0	0.0308615888281532	0.00253983770511933	1	-0.002538
Otud6b	6	2	Activity_Lost;Stable	2	-0.114636277325571	-0.136724278913049	2	0.009026
Otx2os1	6	2	K119ub_Only;Stable	0	-0.0460966770640774	-0.103630761959644	4	0.018644
Pabpc1	6	4	Activity_Gain;Activity_Lost;K119ub_Only;Stable	3	0.129783402209379	0.094700637720517	1	0.017481
Pard6b	6	2	Activity_Gain;Stable	0	-0.000501946172453999	0.0081148553584795	0	NA
Parn	6	1	Stable	2	0.0198272237856276	-0.0461549798305906	1	-0.011552
Paupar	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0276263984576252	0.0249815981764612	0	NA
Pcdh1	6	2	Activity_Lost;Stable	0	-0.0154011602647533	0.0152595498207373	4	0.00109125
Pcsk6	6	1	Stable	0	-0.0665336190602713	-0.0666677533194552	3	-0.017355
Pdcd10	6	2	K119ub_Only;Stable	0	0.0105890030967423	0.0393336878170962	2	-0.008173
Pdk2	6	2	Activity_Lost;Stable	0	-0.0639529510789068	-0.0730907418749918	2	0.0008375
Pdss2	6	2	Activity_Lost;Stable	0	0.0277589155610182	0.0275840733058242	6	-0.0108488333333333
Pgm2	6	2	Activity_Gain;Stable	0	-0.0824226891901579	-0.0894737026235354	3	0.00987433333333333
Pigf	6	2	Activity_Gain;Stable	1	0.130785673871252	0.0630357417955013	0	NA
Pirt	6	1	Stable	3	-0.156967403396948	-0.152433877411637	1	0.004605
Pknox2	6	1	Stable	0	0.00311826931683999	-0.00233099417614214	1	-0.012386
Plekhf2	6	2	K119ub_Only;Stable	1	-0.148683928206067	-0.179888532925421	3	-0.00747733333333333
Poc5	6	3	Activity_Lost;K119ub_Only;Stable	1	-0.0541734173336073	-0.090473896342204	3	-0.00997333333333333
Podxl2	6	1	Stable	6	0.212996259552375	0.212996259552375	0	NA
Ppfia4	6	2	Activity_Lost;Stable	0	0.0492859416473531	0.0492859416473531	5	0.0024098
Ppp2cb	6	1	Stable	0	-0.0162897065730623	-0.00751854701831463	6	0.00277216666666667
Ppp2r5e	6	1	Stable	0	-0.0163302340006118	-0.028590349686792	3	0.000605333333333333
Ppp3r1	6	1	Stable	3	-0.165218473190862	-0.16170788248088	5	-0.002295
Prmt6	6	1	Stable	1	-0.0411615058809865	-0.0805833764127917	3	-0.000649
Prss50	6	1	Stable	6	0.160265007163008	0.160265007163008	0	NA
Ptpre	6	2	Activity_Lost;Stable	0	0.0257308423753852	0.0242873950620941	4	-0.01084825
Rab11fip5	6	1	Stable	6	0.255394281259234	0.225770696471101	0	NA
Rab15	6	2	Activity_Lost;Stable	0	-0.0359005917891339	-0.00636197024534858	0	NA
Rab2a	6	2	K119ub_Only;Stable	0	0.0272829269561327	0.0548264561367894	2	-0.0104425
Rad51d	6	2	Activity_Gain;Stable	0	-0.0612556412107228	-0.0679416126565601	1	-0.005101
Rapgef6	6	1	Stable	0	-0.0537910339539122	-0.0634033712254078	2	0.0032055
Rasl11b	6	3	Activity_Lost;K119ub_Only;Stable	1	-0.140939029155062	-0.145834976958833	6	-0.009804
Rchy1	6	1	Stable	0	-0.0552191103253522	-0.085820361378667	4	0.00643
Rell1	6	2	Activity_Gain;Stable	0	0.0141459412549236	-0.0049867332711235	0	NA
Rgs22	6	1	Stable	4	-0.13284873585119	0.015378089649896	2	0.006634
Rhob	6	1	Stable	1	-0.0595239849321986	-0.0730715456892181	4	0.00349225
Rnf103	6	2	K119ub_Only;Stable	1	0.0336758872408887	-0.0431380765362905	3	0.002293
Rnf152	6	2	Activity_Lost;Stable	0	-0.086772580259877	-0.100398134410462	2	-0.019672
Rnf207	6	1	Stable	0	0.000242008598795027	0.000242008598795027	0	NA
Robo2	6	2	Activity_Lost;Stable	0	-0.0349470552787104	-0.0513478414316351	2	-0.0104545
Rpa3	6	3	Activity_Lost;K119ub_Only;Stable	2	-0.163814364630983	-0.147255765173525	2	0.001891
Rph3a	6	1	Stable	0	-0.0346992161487684	-0.0326137450599311	4	-0.01300525
Rpl13	6	1	Stable	0	-0.00172414884671323	0.00718598061434679	3	-0.006357
Rpl34	6	1	Stable	0	-0.053651648964317	-0.0865498319304292	1	0.018495
Rsrc1	6	1	Stable	1	0.166645115333202	0.00929103823135799	2	-0.030064
Rusc1	6	1	Stable	6	0.147658049852958	0.167907091017437	0	NA
Rwdd1	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.0635496382884951	-0.0621995484968686	2	0.0005395
Samd8	6	2	Activity_Lost;Stable	0	-0.123047615412714	-0.104247293036167	2	-0.002013
Sap30	6	3	Activity_Lost;K119ub_Only;Stable	4	-0.31261549928001	-0.30411121418804	1	0.011583
Saraf	6	3	Activity_Lost;K119ub_Only;Stable	0	0.0764833093699192	0.0764833093699192	0	NA
Scd1	6	2	Activity_Lost;Stable	0	-0.121046037647701	-0.118064745401929	2	0.000106
Scfd2	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.11787111069582	-0.0977379260013039	1	-0.004567
Scn8a	6	1	Stable	0	0.0909540968533836	0.0959678422828574	4	-0.0002595
Seh1l	6	1	Stable	0	-0.0737054106554885	-0.0486050468869443	3	0.00588533333333333
Sh3pxd2b	6	1	Stable	4	-0.170043894557288	-0.116233110087556	2	-0.026772
Sin3a	6	1	Stable	0	-0.00900123084652258	-0.0138605275393317	1	-0.003927
Skil	6	2	K119ub_Only;Stable	0	-0.143410381747765	-0.0815758127678149	6	-0.00857433333333333
Skp1a	6	1	Stable	0	0.0752061751668203	0.0619836679158395	3	-0.000243333333333334
Slc12a5	6	1	Stable	0	0.0556764956032781	0.0572003402893403	2	0.000968
Slc17a9	6	1	Stable	6	0.317036018125775	0.264714798830039	0	NA
Slc25a29	6	1	Stable	0	0.0541249503771337	0.0675322407558991	3	-0.000766666666666667
Slc2a8	6	1	Stable	0	-0.0382882182876384	-0.0232459989400615	1	-0.000698
Slc7a14	6	2	K119ub_Only;Stable	0	-0.168380971239327	-0.133157757587854	1	-0.009459
Sobp	6	3	Activity_Gain;Activity_Lost;Stable	4	0.147319301476958	0.134565306179606	6	0.0094265
Sorl1	6	2	Activity_Lost;Stable	0	0.0226469094051096	0.0300790782732637	0	NA
Spaca6	6	1	Stable	0	-0.108627949108249	-0.11212398289331	1	0.003379
Spon1	6	2	Activity_Lost;Stable	0	0.043907523859184	0.0561079778841413	2	-0.009658
Srsf10	6	2	Activity_Lost;Stable	0	0.0639956076222735	0.0423622134230992	0	NA
Srsf7	6	2	Activity_Lost;Stable	0	-0.152215429403967	-0.162151700510462	1	-0.001253
Ssbp3	6	1	Stable	0	-0.0204419399925273	-0.0140560813363582	5	0.000557
Ssx2ip	6	2	K119ub_Only;Stable	1	-0.039552009818121	-0.068717804643598	2	0.013196
St3gal1	6	3	Activity_Lost;K119ub_Only;Stable	2	-0.062359069085205	0.0235338173019098	1	-0.009455
Stk11	6	1	Stable	0	0.0701819363040891	0.0740118958292781	2	0.0040835
Strip2	6	2	Activity_Gain;Stable	0	0.00846300983546385	-0.0320072372027586	2	-0.001766
Stt3a	6	1	Stable	1	-0.0854980744737562	-0.0846235883749014	4	6.575e-05
Stx2	6	2	Activity_Lost;Stable	0	-0.0741384507498835	-0.0741384507498835	1	-0.016345
Syf2	6	1	Stable	5	0.177124641277052	0.161191141796715	0	NA
Taf4b	6	1	Stable	0	-0.253084748605868	-0.174379934070299	5	-0.0142654
Tango2	6	1	Stable	0	-0.0365172125901248	-0.037302421935453	2	0.002628
Tcf12	6	2	Activity_Lost;Stable	3	-0.155956862442501	-0.100663222528893	4	-0.01720625
Tent2	6	1	Stable	1	-0.0466642833973089	-0.0611943790225854	6	-0.0061815
Thnsl2	6	3	Activity_Lost;K119ub_Only;Stable	0	-0.00103858948215379	-0.00103858948215379	2	0.008722
Thoc1	6	2	K119ub_Only;Stable	1	-0.0491480178981425	0.044895660690581	5	-0.0030204
Tmem150c	6	2	Activity_Lost;Stable	0	0.0567939691600391	0.0568048005036551	1	-0.005004
Tmem163	6	2	Activity_Lost;Stable	0	0.0423584440031891	0.0472087680224165	4	-0.006216
Tmem192	6	1	Stable	0	-0.0650486528412081	-0.0984232976016635	3	-0.001287
Tmem243	6	2	K119ub_Only;Stable	0	-0.107055871373558	-0.100911051232485	4	-4.29999999999996e-05
Tomm6	6	1	Stable	0	-0.00821907339867393	-0.00435393866196645	1	0.004137
Tra2b	6	2	Activity_Gain;Stable	0	-0.144457333358967	-0.141062822677899	2	-0.0071095
Trdmt1	6	2	Activity_Lost;Stable	0	-0.083496504824923	-0.0728933637288052	4	0.0058035
Trhde	6	2	Activity_Lost;K119ub_Only	0	-0.0880023034729208	-0.0858419615374925	4	-0.025261
